district_name,submission_date,grievance_text,submitted_by,year,resolved,did,cat_grievance_text
Cuttak,2024-08-15,No practical classes being conducted for welding program.,Satyajit Jena,2024,1.0,0011,No practical classes
Cuttak,2024-08-16,Trainer has not come to the institute for the past two weeks.,Lipika Das,2024,0.0,0011,Trainer absence
Cuttak,2024-08-16,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2024,0.0,0011,Trainer absence
Cuttak,2024-08-20,Students are asked to arrange their own materials for practice.,Bikash Mohanty,2024,1.0,0011,Students arrange own materials
Cuttak,2024-08-23,Stipend not credited for the last three months.,Bikash Mohanty,2024,1.0,0011,Stipend not credited
Cuttak,2024-08-23,Trainer has not come to the institute for the past two weeks.,Satyajit Jena,2024,0.0,0011,Trainer absence
Cuttak,2024-08-24,Only one instructor for three different trades.,Satyajit Jena,2024,0.0,0011,Unique instructor
Cuttak,2024-08-26,Lab equipment is broken and no replacement has been provided.,Manas Ranjan,2024,1.0,0011,Broken lab equipment
Cuttak,2024-08-26,Students are asked to arrange their own materials for practice.,Satyajit Jena,2024,0.0,0011,Students arrange own materials
Cuttak,2024-08-29,Stipend not credited for the last three months.,Mamata Barik,2024,1.0,0011,Stipend not credited
Cuttak,2024-08-31,"Grievance was registered last month, no action yet.",Pratyush Swain,2024,0.0,0011,"No action, past month"
Cuttak,2024-08-31,Stipend not credited for the last three months.,Manas Ranjan,2024,0.0,0011,Stipend not credited
Cuttak,2024-09-01,No practical classes being conducted for welding program.,Subhashree Sahoo,2024,1.0,0011,No practical classes
Cuttak,2024-09-01,Stipend not credited for the last three months.,Mamata Barik,2024,0.0,0011,Stipend not credited
Cuttak,2024-09-01,Students are asked to arrange their own materials for practice.,Mamata Barik,2024,0.0,0011,Students arrange own materials
Cuttak,2024-09-03,"Grievance was registered last month, no action yet.",Mamata Barik,2024,0.0,0011,"No action, past month"
Cuttak,2024-09-03,"Hostel conditions are very poor, water supply is irregular.",Mamata Barik,2024,0.0,0011,Poor water supply
Cuttak,2024-09-03,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2024,0.0,0011,Poor water supply
Cuttak,2024-09-05,Lab equipment is broken and no replacement has been provided.,Sasmita Rout,2024,0.0,0011,Broken lab equipment
Cuttak,2024-09-06,Electricity is not available during class hours.,Sasmita Rout,2024,0.0,0011,Lack of electricity
Cuttak,2024-09-08,Students are asked to arrange their own materials for practice.,Subhashree Sahoo,2024,0.0,0011,Students arrange own materials
Cuttak,2024-09-10,No practical classes being conducted for welding program.,Subhashree Sahoo,2024,0.0,0011,No practical classes
Cuttak,2024-09-13,No practical classes being conducted for welding program.,Rashmi Rekha,2024,1.0,0011,No practical classes
Cuttak,2024-09-13,No practical classes being conducted for welding program.,Sangram Behera,2024,0.0,0011,No practical classes
Cuttak,2024-09-14,Electricity is not available during class hours.,Mamata Barik,2024,0.0,0011,Lack of electricity
Cuttak,2024-09-14,No practical classes being conducted for welding program.,Chinmayee Nayak,2024,0.0,0011,No practical classes
Cuttak,2024-09-15,Only one instructor for three different trades.,Pratyush Swain,2024,0.0,0011,Unique instructor
Cuttak,2024-09-15,Trainer has not come to the institute for the past two weeks.,Sangram Behera,2024,1.0,0011,Trainer absence
Cuttak,2024-09-16,Only one instructor for three different trades.,Subhashree Sahoo,2024,0.0,0011,Unique instructor
Cuttak,2024-09-18,Lab equipment is broken and no replacement has been provided.,Lipika Das,2024,0.0,0011,Broken lab equipment
Cuttak,2024-09-19,Electricity is not available during class hours.,Satyajit Jena,2024,0.0,0011,Lack of electricity
Cuttak,2024-09-21,No practical classes being conducted for welding program.,Subhashree Sahoo,2024,1.0,0011,No practical classes
Cuttak,2024-09-22,"Grievance was registered last month, no action yet.",Satyajit Jena,2024,1.0,0011,"No action, past month"
Cuttak,2024-09-23,Lab equipment is broken and no replacement has been provided.,Satyajit Jena,2024,1.0,0011,Broken lab equipment
Cuttak,2024-09-30,Only one instructor for three different trades.,Chinmayee Nayak,2024,1.0,0011,Unique instructor
Cuttak,2024-10-04,"Hostel conditions are very poor, water supply is irregular.",Lipika Das,2024,1.0,0011,Poor water supply
Cuttak,2024-10-05,"Grievance was registered last month, no action yet.",Lalitendu Panda,2024,1.0,0011,"No action, past month"
Cuttak,2024-10-05,Students are asked to arrange their own materials for practice.,Mamata Barik,2024,0.0,0011,Students arrange own materials
Cuttak,2024-10-07,No practical classes being conducted for welding program.,Sangram Behera,2024,0.0,0011,No practical classes
Cuttak,2024-10-08,Electricity is not available during class hours.,Chinmayee Nayak,2024,0.0,0011,Lack of electricity
Cuttak,2024-10-09,Electricity is not available during class hours.,Rashmi Rekha,2024,1.0,0011,Lack of electricity
Cuttak,2024-10-09,Electricity is not available during class hours.,Satyajit Jena,2024,0.0,0011,Lack of electricity
Cuttak,2024-10-09,Students are asked to arrange their own materials for practice.,Lalitendu Panda,2024,1.0,0011,Students arrange own materials
Cuttak,2024-10-09,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2024,0.0,0011,Trainer absence
Cuttak,2024-10-11,Internet not working in the computer lab for over a month.,Mamata Barik,2024,0.0,0011,Internet not working
Cuttak,2024-10-15,Stipend not credited for the last three months.,Bikash Mohanty,2024,1.0,0011,Stipend not credited
Cuttak,2024-10-15,Stipend not credited for the last three months.,Manas Ranjan,2024,0.0,0011,Stipend not credited
Cuttak,2024-10-17,Internet not working in the computer lab for over a month.,Lipika Das,2024,1.0,0011,Internet not working
Cuttak,2024-10-20,No practical classes being conducted for welding program.,Mamata Barik,2024,0.0,0011,No practical classes
Cuttak,2024-10-22,Internet not working in the computer lab for over a month.,Lipika Das,2024,1.0,0011,Internet not working
Cuttak,2024-10-27,Students are asked to arrange their own materials for practice.,Lipika Das,2024,1.0,0011,Students arrange own materials
Cuttak,2024-10-27,Trainer has not come to the institute for the past two weeks.,Lipika Das,2024,1.0,0011,Trainer absence
Cuttak,2024-10-27,Trainer has not come to the institute for the past two weeks.,Subhashree Sahoo,2024,0.0,0011,Trainer absence
Cuttak,2024-10-28,No practical classes being conducted for welding program.,Mamata Barik,2024,0.0,0011,No practical classes
Cuttak,2024-10-30,No practical classes being conducted for welding program.,Mamata Barik,2024,0.0,0011,No practical classes
Cuttak,2024-11-04,Lab equipment is broken and no replacement has been provided.,Chinmayee Nayak,2024,0.0,0011,Broken lab equipment
Cuttak,2024-11-04,Lab equipment is broken and no replacement has been provided.,Manas Ranjan,2024,1.0,0011,Broken lab equipment
Cuttak,2024-11-09,Lab equipment is broken and no replacement has been provided.,Manas Ranjan,2024,0.0,0011,Broken lab equipment
Cuttak,2024-11-09,Lab equipment is broken and no replacement has been provided.,Sangram Behera,2024,0.0,0011,Broken lab equipment
Cuttak,2024-11-10,Stipend not credited for the last three months.,Chinmayee Nayak,2024,0.0,0011,Stipend not credited
Cuttak,2024-11-10,Trainer has not come to the institute for the past two weeks.,Sangram Behera,2024,0.0,0011,Trainer absence
Cuttak,2024-11-12,"Grievance was registered last month, no action yet.",Pratyush Swain,2024,1.0,0011,"No action, past month"
Cuttak,2024-11-14,Stipend not credited for the last three months.,Sasmita Rout,2024,0.0,0011,Stipend not credited
Cuttak,2024-11-14,Trainer has not come to the institute for the past two weeks.,Lalitendu Panda,2024,0.0,0011,Trainer absence
Cuttak,2024-11-16,Electricity is not available during class hours.,Chinmayee Nayak,2024,0.0,0011,Lack of electricity
Cuttak,2024-11-16,Stipend not credited for the last three months.,Bikash Mohanty,2024,0.0,0011,Stipend not credited
Cuttak,2024-11-16,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2024,0.0,0011,Trainer absence
Cuttak,2024-11-21,Students are asked to arrange their own materials for practice.,Rashmi Rekha,2024,0.0,0011,Students arrange own materials
Cuttak,2024-11-22,"Grievance was registered last month, no action yet.",Chinmayee Nayak,2024,1.0,0011,"No action, past month"
Cuttak,2024-11-23,No practical classes being conducted for welding program.,Bikash Mohanty,2024,1.0,0011,No practical classes
Cuttak,2024-11-24,Only one instructor for three different trades.,Pratyush Swain,2024,0.0,0011,Unique instructor
Cuttak,2024-11-26,Lab equipment is broken and no replacement has been provided.,Pratyush Swain,2024,1.0,0011,Broken lab equipment
Cuttak,2024-11-26,Lab equipment is broken and no replacement has been provided.,Sasmita Rout,2024,0.0,0011,Broken lab equipment
Cuttak,2024-11-26,Stipend not credited for the last three months.,Mamata Barik,2024,1.0,0011,Stipend not credited
Cuttak,2024-11-29,Electricity is not available during class hours.,Chinmayee Nayak,2024,0.0,0011,Lack of electricity
Cuttak,2024-12-04,Stipend not credited for the last three months.,Bikash Mohanty,2024,1.0,0011,Stipend not credited
Cuttak,2024-12-08,"Grievance was registered last month, no action yet.",Bikash Mohanty,2024,0.0,0011,"No action, past month"
Cuttak,2024-12-08,Internet not working in the computer lab for over a month.,Rashmi Rekha,2024,1.0,0011,Internet not working
Cuttak,2024-12-08,Trainer has not come to the institute for the past two weeks.,Chinmayee Nayak,2024,0.0,0011,Trainer absence
Cuttak,2024-12-09,No practical classes being conducted for welding program.,Subhashree Sahoo,2024,1.0,0011,No practical classes
Cuttak,2024-12-10,Electricity is not available during class hours.,Subhashree Sahoo,2024,1.0,0011,Lack of electricity
Cuttak,2024-12-10,Lab equipment is broken and no replacement has been provided.,Chinmayee Nayak,2024,1.0,0011,Broken lab equipment
Cuttak,2024-12-11,Internet not working in the computer lab for over a month.,Lalitendu Panda,2024,0.0,0011,Internet not working
Cuttak,2024-12-12,Stipend not credited for the last three months.,Mamata Barik,2024,0.0,0011,Stipend not credited
Cuttak,2024-12-14,"Hostel conditions are very poor, water supply is irregular.",Chinmayee Nayak,2024,0.0,0011,Poor water supply
Cuttak,2024-12-14,"Hostel conditions are very poor, water supply is irregular.",Sangram Behera,2024,0.0,0011,Poor water supply
Cuttak,2024-12-15,Internet not working in the computer lab for over a month.,Manas Ranjan,2024,1.0,0011,Internet not working
Cuttak,2024-12-18,Electricity is not available during class hours.,Rashmi Rekha,2024,0.0,0011,Lack of electricity
Cuttak,2024-12-19,"Hostel conditions are very poor, water supply is irregular.",Bikash Mohanty,2024,0.0,0011,Poor water supply
Cuttak,2024-12-19,"Hostel conditions are very poor, water supply is irregular.",Rashmi Rekha,2024,0.0,0011,Poor water supply
Cuttak,2024-12-19,"Hostel conditions are very poor, water supply is irregular.",Subhashree Sahoo,2024,0.0,0011,Poor water supply
Cuttak,2024-12-25,"Grievance was registered last month, no action yet.",Pratyush Swain,2024,0.0,0011,"No action, past month"
Cuttak,2024-12-27,"Grievance was registered last month, no action yet.",Lipika Das,2024,0.0,0011,"No action, past month"
Cuttak,2024-12-27,Only one instructor for three different trades.,Satyajit Jena,2024,0.0,0011,Unique instructor
Cuttak,2024-12-29,No practical classes being conducted for welding program.,Lalitendu Panda,2024,1.0,0011,No practical classes
Cuttak,2024-12-31,No practical classes being conducted for welding program.,Manas Ranjan,2024,0.0,0011,No practical classes
Cuttak,2025-01-01,Internet not working in the computer lab for over a month.,Lalitendu Panda,2025,1.0,0011,Internet not working
Cuttak,2025-01-02,Electricity is not available during class hours.,Chinmayee Nayak,2025,0.0,0011,Lack of electricity
Cuttak,2025-01-02,"Grievance was registered last month, no action yet.",Lipika Das,2025,0.0,0011,"No action, past month"
Cuttak,2025-01-05,Trainer has not come to the institute for the past two weeks.,Pratyush Swain,2025,1.0,0011,Trainer absence
Cuttak,2025-01-07,Only one instructor for three different trades.,Lipika Das,2025,1.0,0011,Unique instructor
Cuttak,2025-01-08,Electricity is not available during class hours.,Lalitendu Panda,2025,0.0,0011,Lack of electricity
Cuttak,2025-01-12,Electricity is not available during class hours.,Bikash Mohanty,2025,0.0,0011,Lack of electricity
Cuttak,2025-01-12,"Grievance was registered last month, no action yet.",Rashmi Rekha,2025,0.0,0011,"No action, past month"
Cuttak,2025-01-13,No practical classes being conducted for welding program.,Lalitendu Panda,2025,1.0,0011,No practical classes
Cuttak,2025-01-14,Only one instructor for three different trades.,Subhashree Sahoo,2025,1.0,0011,Unique instructor
Cuttak,2025-01-16,Students are asked to arrange their own materials for practice.,Manas Ranjan,2025,0.0,0011,Students arrange own materials
Cuttak,2025-01-18,Electricity is not available during class hours.,Lalitendu Panda,2025,1.0,0011,Lack of electricity
Cuttak,2025-01-18,"Grievance was registered last month, no action yet.",Satyajit Jena,2025,0.0,0011,"No action, past month"
Cuttak,2025-01-18,"Hostel conditions are very poor, water supply is irregular.",Lipika Das,2025,0.0,0011,Poor water supply
Cuttak,2025-01-19,Internet not working in the computer lab for over a month.,Bikash Mohanty,2025,0.0,0011,Internet not working
Cuttak,2025-01-19,Lab equipment is broken and no replacement has been provided.,Satyajit Jena,2025,0.0,0011,Broken lab equipment
Cuttak,2025-01-21,Internet not working in the computer lab for over a month.,Mamata Barik,2025,0.0,0011,Internet not working
Cuttak,2025-01-24,Internet not working in the computer lab for over a month.,Mamata Barik,2025,0.0,0011,Internet not working
Cuttak,2025-01-25,"Hostel conditions are very poor, water supply is irregular.",Sasmita Rout,2025,0.0,0011,Poor water supply
Cuttak,2025-01-27,Only one instructor for three different trades.,Mamata Barik,2025,0.0,0011,Unique instructor
Cuttak,2025-01-27,Only one instructor for three different trades.,Sangram Behera,2025,0.0,0011,Unique instructor
Cuttak,2025-01-29,No practical classes being conducted for welding program.,Mamata Barik,2025,0.0,0011,No practical classes
Cuttak,2025-01-30,"Grievance was registered last month, no action yet.",Rashmi Rekha,2025,1.0,0011,"No action, past month"
Cuttak,2025-01-31,"Grievance was registered last month, no action yet.",Lalitendu Panda,2025,0.0,0011,"No action, past month"
Cuttak,2025-02-02,Internet not working in the computer lab for over a month.,Chinmayee Nayak,2025,0.0,0011,Internet not working
Cuttak,2025-02-02,Students are asked to arrange their own materials for practice.,Satyajit Jena,2025,1.0,0011,Students arrange own materials
Cuttak,2025-02-04,Stipend not credited for the last three months.,Bikash Mohanty,2025,0.0,0011,Stipend not credited
Cuttak,2025-02-10,"Grievance was registered last month, no action yet.",Mamata Barik,2025,0.0,0011,"No action, past month"
Cuttak,2025-02-13,Only one instructor for three different trades.,Pratyush Swain,2025,1.0,0011,Unique instructor
Cuttak,2025-02-14,Internet not working in the computer lab for over a month.,Manas Ranjan,2025,1.0,0011,Internet not working
Cuttak,2025-02-16,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2025,0.0,0011,Trainer absence
Cuttak,2025-02-18,Stipend not credited for the last three months.,Bikash Mohanty,2025,1.0,0011,Stipend not credited
Cuttak,2025-02-20,"Hostel conditions are very poor, water supply is irregular.",Lalitendu Panda,2025,1.0,0011,Poor water supply
Cuttak,2025-02-26,Students are asked to arrange their own materials for practice.,Satyajit Jena,2025,0.0,0011,Students arrange own materials
Cuttak,2025-03-01,Electricity is not available during class hours.,Pratyush Swain,2025,0.0,0011,Lack of electricity
Cuttak,2025-03-01,"Hostel conditions are very poor, water supply is irregular.",Rashmi Rekha,2025,1.0,0011,Poor water supply
Cuttak,2025-03-01,Only one instructor for three different trades.,Lalitendu Panda,2025,1.0,0011,Unique instructor
Cuttak,2025-03-03,Electricity is not available during class hours.,Rashmi Rekha,2025,0.0,0011,Lack of electricity
Cuttak,2025-03-05,No practical classes being conducted for welding program.,Sangram Behera,2025,0.0,0011,No practical classes
Cuttak,2025-03-06,Students are asked to arrange their own materials for practice.,Sasmita Rout,2025,0.0,0011,Students arrange own materials
Cuttak,2025-03-07,Trainer has not come to the institute for the past two weeks.,Bikash Mohanty,2025,0.0,0011,Trainer absence
Cuttak,2025-03-12,Trainer has not come to the institute for the past two weeks.,Sangram Behera,2025,0.0,0011,Trainer absence
Cuttak,2025-03-14,Stipend not credited for the last three months.,Mamata Barik,2025,1.0,0011,Stipend not credited
Cuttak,2025-03-14,Students are asked to arrange their own materials for practice.,Lipika Das,2025,0.0,0011,Students arrange own materials
Cuttak,2025-03-17,Electricity is not available during class hours.,Satyajit Jena,2025,1.0,0011,Lack of electricity
Cuttak,2025-03-18,Only one instructor for three different trades.,Sasmita Rout,2025,0.0,0011,Unique instructor
Cuttak,2025-03-18,Only one instructor for three different trades.,Subhashree Sahoo,2025,1.0,0011,Unique instructor
Cuttak,2025-03-18,Stipend not credited for the last three months.,Sangram Behera,2025,0.0,0011,Stipend not credited
Cuttak,2025-03-21,No practical classes being conducted for welding program.,Sangram Behera,2025,1.0,0011,No practical classes
Cuttak,2025-03-22,Students are asked to arrange their own materials for practice.,Mamata Barik,2025,0.0,0011,Students arrange own materials
Cuttak,2025-03-23,"Grievance was registered last month, no action yet.",Manas Ranjan,2025,0.0,0011,"No action, past month"
Cuttak,2025-03-25,Students are asked to arrange their own materials for practice.,Mamata Barik,2025,0.0,0011,Students arrange own materials
Cuttak,2025-03-26,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2025,0.0,0011,Poor water supply
Cuttak,2025-03-26,"Hostel conditions are very poor, water supply is irregular.",Sasmita Rout,2025,0.0,0011,Poor water supply
Cuttak,2025-03-26,"Hostel conditions are very poor, water supply is irregular.",Satyajit Jena,2025,0.0,0011,Poor water supply
Cuttak,2025-03-29,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2025,0.0,0011,Poor water supply
Cuttak,2025-04-01,"Grievance was registered last month, no action yet.",Chinmayee Nayak,2025,0.0,0011,"No action, past month"
Cuttak,2025-04-02,"Grievance was registered last month, no action yet.",Sasmita Rout,2025,1.0,0011,"No action, past month"
Cuttak,2025-04-03,Students are asked to arrange their own materials for practice.,Mamata Barik,2025,0.0,0011,Students arrange own materials
Cuttak,2025-04-09,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2025,0.0,0011,Poor water supply
Cuttak,2025-04-10,"Hostel conditions are very poor, water supply is irregular.",Lipika Das,2025,0.0,0011,Poor water supply
Cuttak,2025-08-01,Stipend not credited for the last three months.,Sasmita Rout,2025,1.0,0011,Stipend not credited
Cuttak,2025-10-01,Internet not working in the computer lab for over a month.,Chinmayee Nayak,2025,0.0,0011,Internet not working
Cuttak,2025-12-03,Only one instructor for three different trades.,Sasmita Rout,2025,0.0,0011,Unique instructor
Puri,2020-01-07,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2020,0.0,0010,Poor water supply
Puri,2020-01-11,Electricity is not available during class hours.,Sasmita Rout,2020,0.0,0010,Lack of electricity
Puri,2020-03-05,"Grievance was registered last month, no action yet.",Lalitendu Panda,2020,1.0,0010,"No action, past month"
Puri,2020-03-08,Internet not working in the computer lab for over a month.,Subhashree Sahoo,2020,0.0,0010,Internet not working
Puri,2020-03-08,Students are asked to arrange their own materials for practice.,Pratyush Swain,2020,1.0,0010,Students arrange own materials
Puri,2020-03-09,"Grievance was registered last month, no action yet.",Lipika Das,2020,1.0,0010,"No action, past month"
Puri,2020-03-09,Students are asked to arrange their own materials for practice.,Rashmi Rekha,2020,1.0,0010,Students arrange own materials
Puri,2020-03-12,"Hostel conditions are very poor, water supply is irregular.",Pratyush Swain,2020,0.0,0010,Poor water supply
Puri,2020-03-12,Only one instructor for three different trades.,Pratyush Swain,2020,1.0,0010,Unique instructor
Puri,2020-04-10,Lab equipment is broken and no replacement has been provided.,Chinmayee Nayak,2020,1.0,0010,Broken lab equipment
Puri,2020-04-12,Lab equipment is broken and no replacement has been provided.,Lalitendu Panda,2020,0.0,0010,Broken lab equipment
Puri,2020-04-13,No practical classes being conducted for welding program.,Sasmita Rout,2020,0.0,0010,No practical classes
Puri,2020-04-15,Only one instructor for three different trades.,Bikash Mohanty,2020,0.0,0010,Unique instructor
Puri,2020-04-16,Only one instructor for three different trades.,Sangram Behera,2020,0.0,0010,Unique instructor
Puri,2020-04-17,Electricity is not available during class hours.,Chinmayee Nayak,2020,1.0,0010,Lack of electricity
Puri,2020-04-17,"Hostel conditions are very poor, water supply is irregular.",Rashmi Rekha,2020,1.0,0010,Poor water supply
Puri,2020-04-19,Electricity is not available during class hours.,Sangram Behera,2020,0.0,0010,Lack of electricity
Puri,2020-04-20,Trainer has not come to the institute for the past two weeks.,Sasmita Rout,2020,1.0,0010,Trainer absence
Puri,2020-04-23,"Hostel conditions are very poor, water supply is irregular.",Lipika Das,2020,0.0,0010,Poor water supply
Puri,2020-04-30,Students are asked to arrange their own materials for practice.,Lipika Das,2020,0.0,0010,Students arrange own materials
Puri,2020-05-01,Internet not working in the computer lab for over a month.,Sasmita Rout,2020,0.0,0010,Internet not working
Puri,2020-05-03,Students are asked to arrange their own materials for practice.,Mamata Barik,2020,0.0,0010,Students arrange own materials
Puri,2020-05-05,Electricity is not available during class hours.,Rashmi Rekha,2020,0.0,0010,Lack of electricity
Puri,2020-05-05,Only one instructor for three different trades.,Pratyush Swain,2020,1.0,0010,Unique instructor
Puri,2020-05-06,Only one instructor for three different trades.,Subhashree Sahoo,2020,0.0,0010,Unique instructor
Puri,2020-05-10,Lab equipment is broken and no replacement has been provided.,Lalitendu Panda,2020,0.0,0010,Broken lab equipment
Puri,2020-05-11,Only one instructor for three different trades.,Satyajit Jena,2020,0.0,0010,Unique instructor
Puri,2020-05-12,Internet not working in the computer lab for over a month.,Sasmita Rout,2020,0.0,0010,Internet not working
Puri,2020-05-14,No practical classes being conducted for welding program.,Bikash Mohanty,2020,0.0,0010,No practical classes
Puri,2020-05-15,Electricity is not available during class hours.,Sasmita Rout,2020,1.0,0010,Lack of electricity
Puri,2020-05-15,"Hostel conditions are very poor, water supply is irregular.",Bikash Mohanty,2020,0.0,0010,Poor water supply
Puri,2020-05-16,Internet not working in the computer lab for over a month.,Satyajit Jena,2020,0.0,0010,Internet not working
Puri,2020-05-19,Stipend not credited for the last three months.,Mamata Barik,2020,1.0,0010,Stipend not credited
Puri,2020-05-19,Trainer has not come to the institute for the past two weeks.,Mamata Barik,2020,0.0,0010,Trainer absence
Puri,2020-05-20,"Hostel conditions are very poor, water supply is irregular.",Bikash Mohanty,2020,0.0,0010,Poor water supply
Puri,2020-05-22,Lab equipment is broken and no replacement has been provided.,Lalitendu Panda,2020,0.0,0010,Broken lab equipment
Puri,2020-05-23,No practical classes being conducted for welding program.,Lalitendu Panda,2020,0.0,0010,No practical classes
Puri,2020-05-23,Students are asked to arrange their own materials for practice.,Bikash Mohanty,2020,0.0,0010,Students arrange own materials
Puri,2020-05-24,Internet not working in the computer lab for over a month.,Rashmi Rekha,2020,1.0,0010,Internet not working
Puri,2020-05-25,Trainer has not come to the institute for the past two weeks.,Satyajit Jena,2020,1.0,0010,Trainer absence
Puri,2020-05-26,"Grievance was registered last month, no action yet.",Lalitendu Panda,2020,1.0,0010,"No action, past month"
Puri,2020-05-27,Trainer has not come to the institute for the past two weeks.,Bikash Mohanty,2020,0.0,0010,Trainer absence
Puri,2020-05-28,Internet not working in the computer lab for over a month.,Sasmita Rout,2020,1.0,0010,Internet not working
Puri,2020-05-28,Stipend not credited for the last three months.,Sangram Behera,2020,1.0,0010,Stipend not credited
Puri,2020-05-31,Internet not working in the computer lab for over a month.,Sangram Behera,2020,0.0,0010,Internet not working
Puri,2020-06-01,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2020,1.0,0010,Trainer absence
Puri,2020-06-04,Only one instructor for three different trades.,Rashmi Rekha,2020,0.0,0010,Unique instructor
Puri,2020-06-04,Students are asked to arrange their own materials for practice.,Subhashree Sahoo,2020,1.0,0010,Students arrange own materials
Puri,2020-06-06,Lab equipment is broken and no replacement has been provided.,Sangram Behera,2020,0.0,0010,Broken lab equipment
Puri,2020-06-06,Only one instructor for three different trades.,Mamata Barik,2020,0.0,0010,Unique instructor
Puri,2020-06-06,Only one instructor for three different trades.,Rashmi Rekha,2020,0.0,0010,Unique instructor
Puri,2020-06-06,Trainer has not come to the institute for the past two weeks.,Subhashree Sahoo,2020,0.0,0010,Trainer absence
Puri,2020-06-08,Trainer has not come to the institute for the past two weeks.,Rashmi Rekha,2020,0.0,0010,Trainer absence
Puri,2020-06-09,Stipend not credited for the last three months.,Manas Ranjan,2020,0.0,0010,Stipend not credited
Puri,2020-06-13,Stipend not credited for the last three months.,Rashmi Rekha,2020,0.0,0010,Stipend not credited
Puri,2020-06-18,Internet not working in the computer lab for over a month.,Manas Ranjan,2020,0.0,0010,Internet not working
Puri,2020-06-19,Students are asked to arrange their own materials for practice.,Pratyush Swain,2020,0.0,0010,Students arrange own materials
Puri,2020-06-20,Stipend not credited for the last three months.,Chinmayee Nayak,2020,1.0,0010,Stipend not credited
Puri,2020-06-22,Lab equipment is broken and no replacement has been provided.,Pratyush Swain,2020,0.0,0010,Broken lab equipment
Puri,2020-06-22,Lab equipment is broken and no replacement has been provided.,Sasmita Rout,2020,0.0,0010,Broken lab equipment
Puri,2020-06-22,Students are asked to arrange their own materials for practice.,Rashmi Rekha,2020,0.0,0010,Students arrange own materials
Puri,2020-06-23,"Grievance was registered last month, no action yet.",Lipika Das,2020,1.0,0010,"No action, past month"
Puri,2020-06-24,"Hostel conditions are very poor, water supply is irregular.",Sasmita Rout,2020,1.0,0010,Poor water supply
Puri,2020-06-24,No practical classes being conducted for welding program.,Subhashree Sahoo,2020,1.0,0010,No practical classes
Puri,2020-06-24,Stipend not credited for the last three months.,Subhashree Sahoo,2020,0.0,0010,Stipend not credited
Puri,2020-06-25,Electricity is not available during class hours.,Subhashree Sahoo,2020,0.0,0010,Lack of electricity
Puri,2020-06-26,No practical classes being conducted for welding program.,Mamata Barik,2020,0.0,0010,No practical classes
Puri,2020-06-28,Internet not working in the computer lab for over a month.,Subhashree Sahoo,2020,1.0,0010,Internet not working
Puri,2020-06-28,Lab equipment is broken and no replacement has been provided.,Sasmita Rout,2020,0.0,0010,Broken lab equipment
Puri,2020-06-29,Internet not working in the computer lab for over a month.,Chinmayee Nayak,2020,0.0,0010,Internet not working
Puri,2020-06-30,Electricity is not available during class hours.,Satyajit Jena,2020,1.0,0010,Lack of electricity
Puri,2020-07-04,Internet not working in the computer lab for over a month.,Lalitendu Panda,2020,1.0,0010,Internet not working
Puri,2020-07-04,Students are asked to arrange their own materials for practice.,Subhashree Sahoo,2020,0.0,0010,Students arrange own materials
Puri,2020-07-05,Trainer has not come to the institute for the past two weeks.,Satyajit Jena,2020,0.0,0010,Trainer absence
Puri,2020-07-07,Only one instructor for three different trades.,Rashmi Rekha,2020,0.0,0010,Unique instructor
Puri,2020-07-09,"Grievance was registered last month, no action yet.",Sasmita Rout,2020,1.0,0010,"No action, past month"
Puri,2020-07-10,Only one instructor for three different trades.,Manas Ranjan,2020,0.0,0010,Unique instructor
Puri,2020-07-10,Students are asked to arrange their own materials for practice.,Mamata Barik,2020,0.0,0010,Students arrange own materials
Puri,2020-07-11,Electricity is not available during class hours.,Pratyush Swain,2020,0.0,0010,Lack of electricity
Puri,2020-07-11,"Grievance was registered last month, no action yet.",Subhashree Sahoo,2020,0.0,0010,"No action, past month"
Puri,2020-07-11,Only one instructor for three different trades.,Chinmayee Nayak,2020,0.0,0010,Unique instructor
Puri,2020-07-11,Students are asked to arrange their own materials for practice.,Mamata Barik,2020,1.0,0010,Students arrange own materials
Puri,2020-07-14,Stipend not credited for the last three months.,Mamata Barik,2020,0.0,0010,Stipend not credited
Puri,2020-07-16,Electricity is not available during class hours.,Pratyush Swain,2020,1.0,0010,Lack of electricity
Puri,2020-07-18,Stipend not credited for the last three months.,Rashmi Rekha,2020,0.0,0010,Stipend not credited
Puri,2020-07-19,No practical classes being conducted for welding program.,Pratyush Swain,2020,0.0,0010,No practical classes
Puri,2020-07-19,Stipend not credited for the last three months.,Rashmi Rekha,2020,0.0,0010,Stipend not credited
Puri,2020-07-20,Internet not working in the computer lab for over a month.,Sangram Behera,2020,0.0,0010,Internet not working
Puri,2020-07-21,Internet not working in the computer lab for over a month.,Sasmita Rout,2020,1.0,0010,Internet not working
Puri,2020-07-21,Stipend not credited for the last three months.,Pratyush Swain,2020,0.0,0010,Stipend not credited
